UNITID,ENRTOT,FTE,ENRFT,ENRPT,PCTENRWH,PCTENRBK,PCTENRHS,PCTENRAP,PCTENRAS,PCTENRNH,PCTENRAN,PCTENR2M,PCTENRUN,PCTENRNR,PCTENRW,PCTFT1ST,EFUG,EFUG1ST,EFUGTRN,EFUGCNT,EFUGNDG,EFUGFT,EFUG1SFT,EFUGTRFT,EFUGCNFT,EFUGNDFT,EFUGPT,EFUG1SPT,EFUGTRPT,EFUGCNPT,EFUGNDPT,PCUENRWH,PCUENRBK,PCUENRHS,PCUENRAP,PCUENRAS,PCUENRNH,PCUENRAN,PCUENR2M,PCUENRUN,PCUENRNR,PCUENRW,EFGRAD,EFGRADFT,EFGRADPT,PCGENRWH,PCGENRBK,PCGENRHS,PCGENRAP,PCGENRAS,PCGENRNH,PCGENRAN,PCGENR2M,PCGENRUN,PCGENRNR,PCGENRW,DVEF01,DVEF02,DVEF03,DVEF05,DVEF06,DVEF07,DVEF09,DVEF10,DVEF11,DVEF13,DVEF14,DVEF15,DVEF16,RMINSTTN,RMOUSTTN,RMFRGNCN,RMUNKNWN,RMINSTTP,RMOUSTTP,RMFRGNCP,RMUNKNWP,PCTDEEXC,PCTDESOM,PCTDENON,PCUDEEXC,PCUDESOM,PCUDENON,PCGDEEXC,PCGDESOM,PCGDENON
481146,60,51,45,15,0,77,12,3,3,0,0,5,3,0,95,22,60,15,0,45,0,45,13,0,32,0,15,2,0,13,0,0,77,12,3,3,0,0,5,3,0,95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481155,183,183,183,0,22,74,2,0,0,0,0,2,0,0,51,36,183,66,96,21,0,183,66,96,21,0,0,0,0,0,0,22,74,2,0,0,0,0,2,0,0,51,0,0,0,,,,,,,,,,,,114,114,0,114,114,0,0,0,0,0,38,62,0,61,5,0,0,92,8,0,0,0,0,100,0,0,100,,,
481182,34,34,34,0,38,3,29,3,3,0,0,26,0,0,94,12,34,4,0,30,0,34,4,0,30,0,0,0,0,0,0,38,3,29,3,3,0,0,26,0,0,94,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481191,105,101,99,6,7,10,74,4,2,2,2,3,1,0,81,68,105,74,0,31,0,99,71,0,28,0,6,3,0,3,0,7,10,74,4,2,2,2,3,1,0,81,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,74,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481207,87,87,87,0,34,40,18,5,5,0,1,0,0,1,75,33,87,29,0,58,0,87,29,0,58,0,0,0,0,0,0,34,40,18,5,5,0,1,0,0,1,75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,27,0,0,7,93,0,0,100,0,0,100,0,0,,,
481225,32,28,25,7,25,22,25,0,0,0,0,0,0,28,44,16,19,3,0,16,0,17,3,0,14,0,2,0,0,2,0,16,16,26,0,0,0,0,0,0,42,53,13,8,5,38,31,23,0,0,0,0,0,0,8,31,16,4,12,11,3,8,5,1,4,0,78,22,0,0,0,2,1,0,0,67,33,41,16,44,0,26,74,100,0,0
481243,211,115,51,160,60,6,31,1,1,0,1,0,0,0,99,1,211,7,0,204,0,51,3,0,48,0,160,4,0,156,0,60,6,31,1,1,0,1,0,0,0,99,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481252,121,97,82,39,8,70,15,1,1,0,1,2,0,2,92,12,121,16,21,84,0,82,14,14,54,0,39,2,7,30,0,8,70,15,1,1,0,1,2,0,2,92,0,0,0,,,,,,,,,,,,91,91,0,61,61,0,30,30,0,0,21,79,0,16,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481289,106,106,106,0,13,4,26,53,26,26,0,4,0,0,83,25,106,26,22,58,0,106,26,22,58,0,0,0,0,0,0,13,4,26,53,26,26,0,4,0,0,83,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481298,34,34,34,0,15,3,71,0,0,0,6,3,3,0,100,59,34,20,0,14,0,34,20,0,14,0,0,0,0,0,0,15,3,71,0,0,0,6,3,3,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481313,95,68,51,44,8,25,65,1,1,0,0,0,0,0,99,37,95,64,0,31,0,51,35,0,16,0,44,29,0,15,0,8,25,65,1,1,0,0,0,0,0,99,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,64,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481331,57,57,57,0,33,44,19,0,0,0,2,2,0,0,25,5,57,3,0,54,0,57,3,0,54,0,0,0,0,0,0,33,44,19,0,0,0,2,2,0,0,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481340,33,33,33,0,79,0,15,0,0,0,0,3,3,0,100,21,33,7,0,26,0,33,7,0,26,0,0,0,0,0,0,79,0,15,0,0,0,0,3,3,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,1,71,14,0,14,0,0,100,0,0,100,,,
481368,119,119,119,0,77,7,13,3,3,0,0,0,0,0,92,35,119,42,0,77,0,119,42,0,77,0,0,0,0,0,0,77,7,13,3,3,0,0,0,0,0,92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,42,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481386,628,268,31,597,7,26,49,10,10,0,1,7,0,0,88,2,628,154,0,474,0,31,13,0,18,0,597,141,0,456,0,7,26,49,10,10,0,1,7,0,0,88,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,148,0,0,6,96,0,0,4,0,100,0,0,100,0,,,
481401,568,237,28,540,6,7,4,7,0,7,0,31,45,0,35,0,229,18,8,203,0,10,0,1,9,0,219,18,7,194,0,10,6,7,0,0,0,0,0,77,0,39,339,18,321,4,7,2,12,1,12,0,52,23,0,31,,,,,,,,,,,,,,2,3,0,13,11,17,0,72,73,11,16,51,9,40,88,12,0
481410,84,84,84,0,96,0,0,0,0,0,0,0,0,4,0,23,84,19,8,57,0,84,19,8,57,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,10,1,0,42,53,5,0,0,0,100,0,0,100,,,
481429,158,158,158,0,3,87,6,4,4,0,0,0,0,0,91,47,158,74,0,84,0,158,74,0,84,0,0,0,0,0,0,3,87,6,4,4,0,0,0,0,0,91,0,0,0,,,,,,,,,,,,134,134,0,134,134,0,0,0,0,0,15,85,0,63,11,0,0,85,15,0,0,0,0,100,0,0,100,,,
481438,76,76,76,0,93,0,0,0,0,0,0,0,0,7,0,29,76,22,1,52,1,76,22,1,52,1,0,0,0,0,0,93,0,0,0,0,0,0,0,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,21,0,1,0,95,0,5,0,0,0,100,0,0,100,,,
481447,39,29,22,17,59,28,8,5,5,0,0,0,0,0,74,51,39,35,0,4,0,22,20,0,2,0,17,15,0,2,0,59,28,8,5,5,0,0,0,0,0,74,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,32,3,0,0,91,9,0,0,0,0,100,0,0,100,,,
481456,20,13,9,11,60,0,40,0,0,0,0,0,0,0,70,30,20,11,0,9,0,9,6,0,3,0,11,5,0,6,0,60,0,40,0,0,0,0,0,0,0,70,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481465,94,91,89,5,2,89,7,0,0,0,0,0,1,0,95,5,94,5,0,89,0,89,5,0,84,0,5,0,0,5,0,2,89,7,0,0,0,0,0,1,0,95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481474,91,91,91,0,56,3,11,13,13,0,3,13,0,0,100,22,91,20,0,71,0,91,20,0,71,0,0,0,0,0,0,56,3,11,13,13,0,3,13,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481483,228,170,131,97,33,17,39,0,0,0,0,4,5,0,98,7,228,38,0,190,0,131,16,0,115,0,97,22,0,75,0,33,17,39,0,0,0,0,4,5,0,98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481517,96,83,75,21,83,1,5,1,1,0,4,5,0,0,88,18,96,20,0,76,0,75,17,0,58,0,21,3,0,18,0,83,1,5,1,1,0,4,5,0,0,88,0,0,0,,,,,,,,,,,,23,23,0,19,19,0,4,4,0,2,74,24,0,17,3,0,0,85,15,0,0,0,0,100,0,0,100,,,
481526,271,271,271,0,31,39,11,5,4,1,0,13,1,0,99,32,271,86,0,185,0,271,86,0,185,0,0,0,0,0,0,31,39,11,5,4,1,0,13,1,0,99,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,82,4,0,0,95,5,0,0,0,0,100,0,0,100,,,
481535,52,52,52,0,29,0,6,12,12,0,0,2,0,52,67,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,52,52,0,29,0,6,12,12,0,0,2,0,52,67,45,0,45,45,0,45,0,0,0,,,,,,,,,,,,,0,0,100,,,,0,0,100
481571,5,5,5,0,20,40,40,0,0,0,0,0,0,0,40,20,5,1,0,4,0,5,1,0,4,0,0,0,0,0,0,20,40,40,0,0,0,0,0,0,0,40,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481678,73,69,66,7,14,79,1,0,0,0,0,4,1,0,93,37,73,29,0,44,0,66,27,0,39,0,7,2,0,5,0,14,79,1,0,0,0,0,4,1,0,93,0,0,0,,,,,,,,,,,,31,31,0,28,28,0,3,3,0,0,58,42,0,26,3,0,0,90,10,0,0,0,0,100,0,0,100,,,
481720,67,54,45,22,22,54,6,1,1,0,1,1,13,0,87,1,67,1,12,54,0,45,1,7,37,0,22,0,5,17,0,22,54,6,1,1,0,1,1,13,0,87,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,100,0,0,0,61,0,39,61,0,39,,,
481739,50,49,49,1,32,26,28,4,2,2,2,6,2,0,100,50,50,25,0,25,0,49,25,0,24,0,1,0,0,1,0,32,26,28,4,2,2,2,6,2,0,100,0,0,0,,,,,,,,,,,,18,18,0,17,17,0,1,1,0,0,64,36,0,25,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481748,136,114,100,36,4,68,21,0,0,0,1,4,2,0,98,37,136,62,0,74,0,100,50,0,50,0,36,12,0,24,0,4,68,21,0,0,0,1,4,2,0,98,0,0,0,,,,,,,,,,,,54,54,0,33,33,0,21,21,0,0,60,40,0,62,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481775,257,257,257,0,6,25,64,0,0,0,1,1,2,0,57,31,257,80,22,155,0,257,80,22,155,0,0,0,0,0,0,6,25,64,0,0,0,1,1,2,0,57,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,80,0,0,0,100,0,0,0,0,1,99,0,1,99,,,
481845,67,54,45,22,43,34,13,3,3,0,0,4,1,0,94,40,67,40,0,27,0,45,27,0,18,0,22,13,0,9,0,43,34,13,3,3,0,0,4,1,0,94,0,0,0,,,,,,,,,,,,26,26,0,15,15,0,11,11,0,0,61,39,0,40,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
481863,75,75,75,0,40,20,12,3,3,0,3,17,5,0,88,76,75,57,0,18,0,75,57,0,18,0,0,0,0,0,0,40,20,12,3,3,0,3,17,5,0,88,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,55,2,0,0,96,4,0,0,0,71,29,0,71,29,,,
481890,77,77,77,0,57,22,4,1,1,0,0,10,5,0,92,77,77,59,0,18,0,77,59,0,18,0,0,0,0,0,0,57,22,4,1,1,0,0,10,5,0,92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,40,19,0,0,68,32,0,0,0,64,36,0,64,36,,,
481906,65,65,65,0,62,15,0,0,0,0,0,20,3,0,88,83,65,54,0,11,0,65,54,0,11,0,0,0,0,0,0,62,15,0,0,0,0,0,20,3,0,88,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,54,0,0,0,100,0,0,0,0,49,51,0,49,51,,,
481960,183,183,183,0,10,21,52,7,5,2,1,8,1,0,4,23,183,42,0,141,0,183,42,0,141,0,0,0,0,0,0,10,21,52,7,5,2,1,8,1,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,42,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
482015,1089,1089,1089,0,27,14,51,2,1,0,1,4,1,0,25,33,1089,364,0,725,0,1089,364,0,725,0,0,0,0,0,0,27,14,51,2,1,0,1,4,1,0,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,287,9,0,68,79,2,0,19,6,20,75,6,20,75,,,
482060,359,359,359,0,11,5,74,4,4,0,1,1,5,0,87,85,359,306,0,53,0,359,306,0,53,0,0,0,0,0,0,11,5,74,4,4,0,1,1,5,0,87,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,306,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
482097,396,396,396,0,78,9,6,1,1,0,1,6,0,0,42,26,396,102,0,294,0,396,102,0,294,0,0,0,0,0,0,78,9,6,1,1,0,1,6,0,0,42,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,102,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
482149,10900,9483,8604,2296,49,24,9,10,10,0,0,4,2,2,66,21,6049,1303,539,3771,436,4891,1273,451,3130,37,1158,30,88,641,399,44,27,11,9,9,0,0,6,2,1,63,4851,3713,1138,54,20,7,12,11,0,0,3,2,2,70,3980,656,3324,2699,393,2306,1281,263,1018,6,83,11,0,851,432,12,8,65,33,1,1,21,41,38,6,63,31,40,14,46
482158,8363,6195,4748,3615,51,29,9,4,4,0,0,4,1,2,54,15,7692,1319,752,4503,1118,4359,1138,480,2687,54,3333,181,272,1816,1064,51,29,9,4,4,0,0,4,1,2,54,671,389,282,46,33,7,3,3,1,0,3,2,4,59,2509,1917,592,1166,823,343,1343,1094,249,12,63,25,0,1110,143,62,4,84,11,5,0,46,29,25,42,31,27,93,7,0
482167,109,66,38,71,1,84,3,0,0,0,0,0,12,0,94,26,109,83,0,26,0,38,28,0,10,0,71,55,0,16,0,1,84,3,0,0,0,0,0,12,0,94,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,73,10,0,0,88,12,0,0,0,0,100,0,0,100,,,
482176,213,179,157,56,50,3,29,5,5,0,1,3,8,0,97,9,213,27,0,186,0,157,19,0,138,0,56,8,0,48,0,50,3,29,5,5,0,1,3,8,0,97,0,0,0,,,,,,,,,,,,67,67,0,42,42,0,25,25,0,1,68,31,0,27,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
482185,47,47,47,0,49,11,11,6,6,0,0,13,2,9,43,55,47,26,0,21,0,47,26,0,21,0,0,0,0,0,0,49,11,11,6,6,0,0,13,2,9,43,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,22,4,0,0,85,15,0,0,0,0,100,0,0,100,,,
482194,104,78,61,43,42,19,32,2,2,0,0,5,0,0,92,24,104,31,0,73,0,61,25,0,36,0,43,6,0,37,0,42,19,32,2,2,0,0,5,0,0,92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,27,4,0,0,87,13,0,0,0,0,100,0,0,100,,,
482200,28,28,28,0,79,18,4,0,0,0,0,0,0,0,86,29,28,8,0,20,0,28,8,0,20,0,0,0,0,0,0,79,18,4,0,0,0,0,0,0,0,86,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,0,25,75,0,0,0,0,100,0,0,100,,,
482228,211,122,65,146,68,3,6,20,4,16,0,2,0,0,34,5,133,13,23,75,22,43,6,7,29,1,90,7,16,46,21,85,2,7,5,4,1,1,2,0,0,35,78,22,56,38,6,5,47,5,42,0,3,0,0,31,131,58,73,34,12,22,97,46,51,15,41,44,1,0,11,0,2,0,85,0,15,100,0,0,100,0,0,100,0,0
482246,55,55,55,0,49,2,0,0,0,0,4,0,44,2,13,58,55,32,0,23,0,55,32,0,23,0,0,0,0,0,0,49,2,0,0,0,0,4,0,44,2,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,18,14,0,0,56,44,0,0,0,0,100,0,0,100,,,
482255,429,345,290,139,24,19,29,19,13,6,0,9,0,0,10,14,429,58,0,371,0,290,58,0,232,0,139,0,0,139,0,24,19,29,19,13,6,0,9,0,0,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,56,2,0,0,97,3,0,0,0,0,100,0,0,100,,,
482291,1415,1415,1415,0,3,3,21,1,1,0,0,2,70,0,41,27,1415,384,0,1031,0,1415,384,0,1031,0,0,0,0,0,0,3,3,21,1,1,0,0,2,70,0,41,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,382,2,0,0,99,1,0,0,0,0,100,0,0,100,,,
482413,107,87,74,33,7,35,22,7,7,0,0,5,7,18,50,1,86,1,24,61,0,56,1,21,34,0,30,0,3,27,0,7,41,27,5,5,0,0,6,9,6,44,21,18,3,5,10,5,14,14,0,0,0,0,67,76,99,78,21,67,49,18,32,29,3,0,9,91,0,1,0,0,0,100,0,0,0,59,31,10,67,33,0,24,24,52
482422,6,4,2,4,17,50,17,0,0,0,0,0,0,17,33,0,6,0,3,3,0,2,0,2,0,0,4,0,1,3,0,17,50,17,0,0,0,0,0,0,17,33,0,0,0,,,,,,,,,,,,4,4,0,1,1,0,3,3,0,0,33,67,0,,,,,,,,,50,50,0,50,50,0,,,
482431,2403,1779,1376,1027,23,15,38,12,9,2,1,3,7,1,47,4,2382,144,1015,1219,4,1361,88,623,650,0,1021,56,392,569,4,23,16,38,12,9,2,1,3,7,1,47,21,15,6,14,5,5,14,10,5,0,0,5,57,67,2144,2125,19,1239,1226,13,905,899,6,0,11,89,0,139,4,0,1,97,3,0,1,74,26,1,74,26,0,19,29,52
482459,114,83,63,51,27,32,28,1,0,1,1,1,6,4,58,0,109,0,26,83,0,59,0,19,40,0,50,0,7,43,0,28,33,29,1,0,1,1,1,6,1,59,5,4,1,0,0,0,0,0,0,0,0,20,80,40,100,96,4,56,52,4,44,44,0,0,12,88,0,,,,,,,,,91,7,2,95,5,0,0,60,40
482468,522,428,367,155,15,65,5,1,1,0,1,3,8,2,62,3,516,16,225,275,0,361,14,170,177,0,155,2,55,98,0,15,66,5,1,1,0,1,3,8,1,62,6,6,0,0,0,0,0,0,0,0,0,0,100,67,470,464,6,324,318,6,146,146,0,0,10,90,0,16,0,0,0,100,0,0,0,92,8,1,93,7,0,0,33,67
482477,31296,21413,15031,16265,37,34,15,3,2,0,1,3,8,0,67,4,28046,2168,11233,14424,221,12472,1097,6142,5132,101,15574,1071,5091,9292,120,38,34,15,2,2,0,1,3,7,0,68,3250,2559,691,28,32,15,7,6,1,0,2,14,2,62,27797,24655,3142,13370,10901,2469,14427,13754,673,1,11,88,0,139,2009,16,4,6,93,1,0,96,3,1,97,2,1,90,6,4
482547,1,1,1,0,0,0,100,0,0,0,0,0,0,0,100,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,100,0,,,,,,,,,100,0,0,100,0,0,,,
482556,67,55,47,20,12,48,19,7,7,0,0,0,6,7,52,2,62,1,24,37,0,43,1,15,27,0,19,0,9,10,0,11,52,21,6,6,0,0,0,6,3,52,5,4,1,20,0,0,20,20,0,0,0,0,60,60,56,51,5,38,34,4,18,17,1,0,18,82,0,1,0,0,0,100,0,0,0,79,16,4,84,16,0,20,20,60
482574,211,156,121,90,50,27,5,0,0,0,0,4,12,1,65,2,210,9,88,113,0,121,5,51,65,0,89,4,37,48,0,50,28,5,0,0,0,0,4,12,1,65,1,0,1,0,0,0,0,0,0,0,0,0,100,100,191,190,1,112,112,0,79,78,1,0,10,90,0,9,0,0,0,100,0,0,0,97,2,0,98,2,0,0,0,100
482635,17,13,11,6,18,12,12,0,0,0,0,6,0,53,41,0,8,0,0,8,0,3,0,0,3,0,5,0,0,5,0,38,0,25,0,0,0,0,13,0,25,13,9,8,1,0,22,0,0,0,0,0,0,0,78,67,12,6,6,7,2,5,5,4,1,0,25,75,0,,,,,,,,,35,47,18,50,50,0,22,44,33
482653,19,12,8,11,11,42,11,0,0,0,0,0,5,32,47,0,13,0,2,11,0,5,0,2,3,0,8,0,0,8,0,15,54,15,0,0,0,0,0,8,8,31,6,3,3,0,17,0,0,0,0,0,0,0,83,83,19,13,6,8,5,3,11,8,3,0,0,100,0,,,,,,,,,58,16,26,77,23,0,17,0,83
482680,19291,15239,12545,6746,68,4,17,4,4,0,0,3,2,1,57,22,18322,4330,863,10953,2176,12241,4024,653,7457,107,6081,306,210,3496,2069,67,4,17,5,4,0,0,3,2,1,56,969,304,665,74,8,9,3,3,0,0,2,1,3,67,2222,1533,689,756,617,139,1466,916,550,10,81,8,0,4163,95,72,0,96,2,2,0,22,39,40,19,40,41,70,10,20
482699,1893,1357,994,899,60,20,12,0,0,0,0,3,4,0,65,19,1893,452,100,914,427,994,363,66,555,10,899,89,34,359,417,60,20,12,0,0,0,0,3,4,0,65,0,0,0,,,,,,,,,,,,299,299,0,137,137,0,162,162,0,20,64,16,0,425,26,1,0,94,6,0,0,34,43,23,34,43,23,,,
482705,7411,3669,1331,6080,28,7,6,7,7,0,0,3,6,44,57,0,2416,0,609,1193,614,1056,0,175,315,566,1360,0,434,878,48,33,10,10,12,12,0,0,4,10,20,57,4995,275,4720,25,5,4,5,5,0,0,2,5,55,57,,,,,,,,,,,,,,,,,,,,,,36,25,39,28,43,29,39,17,44
482936,1769,1687,1632,137,53,5,26,6,5,0,0,5,1,3,20,27,1690,477,77,1135,1,1571,449,64,1058,0,119,28,13,77,1,53,5,27,6,6,0,0,5,1,3,20,79,61,18,59,3,14,4,4,0,1,1,1,16,22,,,,,,,,,,,,,,438,32,0,7,92,7,0,1,0,22,78,0,23,77,0,0,100
482963,484,374,301,183,39,26,27,2,1,0,0,6,1,0,73,13,484,78,0,406,0,301,61,0,240,0,183,17,0,166,0,39,26,27,2,1,0,0,6,1,0,73,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,78,0,0,0,100,0,0,0,0,93,7,0,93,7,,,
482981,114,108,104,10,5,20,71,1,1,0,0,3,0,0,20,22,114,25,0,89,0,104,25,0,79,0,10,0,0,10,0,5,20,71,1,1,0,0,3,0,0,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
482990,140,140,140,0,21,22,35,4,3,1,11,7,0,0,91,33,140,46,0,94,0,140,46,0,94,0,0,0,0,0,0,21,22,35,4,3,1,11,7,0,0,91,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,46,0,0,0,100,0,0,0,0,100,0,0,100,0,,,
483009,125,125,125,0,1,6,91,1,1,0,0,0,2,0,81,74,125,93,0,32,0,125,93,0,32,0,0,0,0,0,0,1,6,91,1,1,0,0,0,2,0,81,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,93,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
483018,121,121,121,0,48,12,17,5,5,0,2,7,10,1,65,14,121,17,7,97,0,121,17,7,97,0,0,0,0,0,0,48,12,17,5,5,0,2,7,10,1,65,0,0,0,,,,,,,,,,,,29,29,0,29,29,0,0,0,0,1,75,24,0,9,8,0,0,53,47,0,0,0,0,100,0,0,100,,,
483036,2403,1446,832,1571,35,25,27,5,4,1,1,3,3,1,60,1,1755,47,398,1305,5,660,20,173,466,1,1095,27,225,839,4,36,23,30,4,3,1,1,3,4,0,59,648,172,476,35,30,21,6,5,1,1,4,2,2,64,1626,1069,557,497,357,140,1129,712,417,0,38,61,0,46,1,0,0,98,2,0,0,68,20,12,69,20,11,65,22,14
483045,11527,5405,2311,9216,35,50,8,2,2,0,0,5,0,0,60,5,11527,1672,840,3662,5353,2311,612,267,1134,298,9216,1060,573,2528,5055,35,50,8,2,2,0,0,5,0,0,60,0,0,0,,,,,,,,,,,,3082,3082,0,831,831,0,2251,2251,0,36,37,27,0,1630,42,0,0,97,3,0,0,34,17,49,34,17,49,,,
483054,86,86,86,0,42,40,3,3,3,0,0,6,6,0,20,15,86,13,0,73,0,86,13,0,73,0,0,0,0,0,0,42,40,3,3,3,0,0,6,6,0,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,1,92,0,0,8,0,0,100,0,0,100,,,
483106,288,220,176,112,26,20,49,1,1,0,1,2,1,0,82,10,288,38,0,250,0,176,28,0,148,0,112,10,0,102,0,26,20,49,1,1,0,1,2,1,0,82,0,0,0,,,,,,,,,,,,109,109,0,55,55,0,54,54,0,1,61,38,0,38,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
483124,72994,44983,26962,46032,48,8,23,6,5,0,1,5,8,1,64,0,54226,3170,12547,38065,444,21458,4,4898,16550,6,32768,3166,7649,21515,438,49,8,24,5,5,0,1,5,7,0,62,18768,5504,13264,45,9,19,7,6,0,1,3,13,2,69,47339,32203,15136,15168,11139,4029,32171,21064,11107,0,40,59,0,370,2734,56,10,12,86,2,0,100,0,0,100,0,0,100,0,0
483212,3463,2261,1654,1809,46,43,3,1,1,0,0,2,4,0,64,16,3463,814,378,1865,406,1654,558,208,884,4,1809,256,170,981,402,46,43,3,1,1,0,0,2,4,0,64,0,0,0,,,,,,,,,,,,1496,1496,0,647,647,0,849,849,0,7,50,43,0,773,37,4,0,95,5,0,0,45,23,32,45,23,32,,,
483230,161,139,125,36,45,2,37,3,3,0,1,11,1,0,4,17,161,33,0,128,0,125,27,0,98,0,36,6,0,30,0,45,2,37,3,3,0,1,11,1,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,26,7,0,0,79,21,0,0,0,0,100,0,0,100,,,
483258,54,54,54,0,0,93,7,0,0,0,0,0,0,0,13,81,54,44,0,10,0,54,44,0,10,0,0,0,0,0,0,0,93,7,0,0,0,0,0,0,0,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,44,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
483276,59,59,59,0,15,61,19,0,0,0,5,0,0,0,24,14,59,8,0,51,0,59,8,0,51,0,0,0,0,0,0,15,61,19,0,0,0,5,0,0,0,24,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
483328,52,47,43,9,62,10,27,2,2,0,0,0,0,0,92,13,52,8,0,44,0,43,7,0,36,0,9,1,0,8,0,62,10,27,2,2,0,0,0,0,0,92,0,0,0,,,,,,,,,,,,10,10,0,7,7,0,3,3,0,0,81,19,0,8,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
483337,196,163,141,55,65,24,7,1,1,0,1,3,0,0,97,15,196,33,0,163,0,141,29,0,112,0,55,4,0,51,0,65,24,7,1,1,0,1,3,0,0,97,0,0,0,,,,,,,,,,,,62,62,0,37,37,0,25,25,0,2,66,32,0,32,1,0,0,97,3,0,0,0,0,100,0,0,100,,,
483346,47,47,47,0,32,21,19,17,17,0,2,9,0,0,79,17,47,8,0,39,0,47,8,0,39,0,0,0,0,0,0,32,21,19,17,17,0,2,9,0,0,79,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
